mid,season,mdate,mtime,hcc,acc,hcg,acg
4097,1992_1993,,,ARS,AVL,0,1
4098,1992_1993,,,ARS,BLB,0,1
4099,1992_1993,,,ARS,CHE,2,1
4100,1992_1993,,,ARS,COV,3,0
4101,1992_1993,,,ARS,CRY,3,0
4102,1992_1993,,,ARS,EVE,2,0
4103,1992_1993,,,ARS,IPS,0,0
4104,1992_1993,,,ARS,LEE,0,0
4105,1992_1993,,,ARS,LIV,0,1
4106,1992_1993,,,ARS,MCI,1,0
4107,1992_1993,,,ARS,MUN,0,1
4108,1992_1993,,,ARS,MID,1,1
4109,1992_1993,,,ARS,NOR,2,4
4110,1992_1993,,,ARS,NFO,1,1
4111,1992_1993,,,ARS,OLD,2,0
4112,1992_1993,,,ARS,QPR,0,0
4113,1992_1993,,,ARS,SHU,1,1
4114,1992_1993,,,ARS,SHW,2,1
4115,1992_1993,,,ARS,SOU,4,3
4116,1992_1993,,,ARS,TOT,1,3
4117,1992_1993,,,ARS,WIM,0,1
4118,1992_1993,,,AVL,ARS,1,0
4119,1992_1993,,,AVL,BLB,0,0
4120,1992_1993,,,AVL,CHE,1,3
4121,1992_1993,,,AVL,COV,0,0
4122,1992_1993,,,AVL,CRY,3,0
4123,1992_1993,,,AVL,EVE,2,1
4124,1992_1993,,,AVL,IPS,2,0
4125,1992_1993,,,AVL,LEE,1,1
4126,1992_1993,,,AVL,LIV,4,2
4127,1992_1993,,,AVL,MCI,3,1
4128,1992_1993,,,AVL,MUN,1,0
4129,1992_1993,,,AVL,MID,5,1
4130,1992_1993,,,AVL,NOR,2,3
4131,1992_1993,,,AVL,NFO,2,1
4132,1992_1993,,,AVL,OLD,0,1
4133,1992_1993,,,AVL,QPR,2,0
4134,1992_1993,,,AVL,SHU,3,1
4135,1992_1993,,,AVL,SHW,2,0
4136,1992_1993,,,AVL,SOU,1,1
4137,1992_1993,,,AVL,TOT,0,0
4138,1992_1993,,,AVL,WIM,1,0
4139,1992_1993,,,BLB,ARS,1,0
4140,1992_1993,,,BLB,AVL,3,0
4141,1992_1993,,,BLB,CHE,2,0
4142,1992_1993,,,BLB,COV,2,5
4143,1992_1993,,,BLB,CRY,1,2
4144,1992_1993,,,BLB,EVE,2,3
4145,1992_1993,,,BLB,IPS,2,1
4146,1992_1993,,,BLB,LEE,3,1
4147,1992_1993,,,BLB,LIV,4,1
4148,1992_1993,,,BLB,MCI,1,0
4149,1992_1993,,,BLB,MUN,0,0
4150,1992_1993,,,BLB,MID,1,1
4151,1992_1993,,,BLB,NOR,7,1
4152,1992_1993,,,BLB,NFO,4,1
4153,1992_1993,,,BLB,OLD,2,0
4154,1992_1993,,,BLB,QPR,1,0
4155,1992_1993,,,BLB,SHU,1,0
4156,1992_1993,,,BLB,SHW,1,0
4157,1992_1993,,,BLB,SOU,0,0
4158,1992_1993,,,BLB,TOT,0,2
4159,1992_1993,,,BLB,WIM,0,0
4160,1992_1993,,,CHE,ARS,1,0
4161,1992_1993,,,CHE,AVL,0,1
4162,1992_1993,,,CHE,BLB,0,0
4163,1992_1993,,,CHE,COV,2,1
4164,1992_1993,,,CHE,CRY,3,1
4165,1992_1993,,,CHE,EVE,2,1
4166,1992_1993,,,CHE,IPS,2,1
4167,1992_1993,,,CHE,LEE,1,0
4168,1992_1993,,,CHE,LIV,0,0
4169,1992_1993,,,CHE,MCI,2,4
4170,1992_1993,,,CHE,MUN,1,1
4171,1992_1993,,,CHE,MID,4,0
4172,1992_1993,,,CHE,NOR,2,3
4173,1992_1993,,,CHE,NFO,0,0
4174,1992_1993,,,CHE,OLD,1,1
4175,1992_1993,,,CHE,QPR,1,0
4176,1992_1993,,,CHE,SHU,1,2
4177,1992_1993,,,CHE,SHW,0,2
4178,1992_1993,,,CHE,SOU,1,1
4179,1992_1993,,,CHE,TOT,1,1
4180,1992_1993,,,CHE,WIM,4,2
4181,1992_1993,,,COV,ARS,0,2
4182,1992_1993,,,COV,AVL,3,0
4183,1992_1993,,,COV,BLB,0,2
4184,1992_1993,,,COV,CHE,1,2
4185,1992_1993,,,COV,CRY,2,2
4186,1992_1993,,,COV,EVE,0,1
4187,1992_1993,,,COV,IPS,2,2
4188,1992_1993,,,COV,LEE,3,3
4189,1992_1993,,,COV,LIV,5,1
4190,1992_1993,,,COV,MCI,2,3
4191,1992_1993,,,COV,MUN,0,1
4192,1992_1993,,,COV,MID,2,1
4193,1992_1993,,,COV,NOR,1,1
4194,1992_1993,,,COV,NFO,0,1
4195,1992_1993,,,COV,OLD,3,0
4196,1992_1993,,,COV,QPR,0,1
4197,1992_1993,,,COV,SHU,1,3
4198,1992_1993,,,COV,SHW,1,0
4199,1992_1993,,,COV,SOU,2,0
4200,1992_1993,,,COV,TOT,1,0
4201,1992_1993,,,COV,WIM,0,2
4202,1992_1993,,,CRY,ARS,1,2
4203,1992_1993,,,CRY,AVL,1,0
4204,1992_1993,,,CRY,BLB,3,3
4205,1992_1993,,,CRY,CHE,1,1
4206,1992_1993,,,CRY,COV,0,0
4207,1992_1993,,,CRY,EVE,0,2
4208,1992_1993,,,CRY,IPS,3,1
4209,1992_1993,,,CRY,LEE,1,0
4210,1992_1993,,,CRY,LIV,1,1
4211,1992_1993,,,CRY,MCI,0,0
4212,1992_1993,,,CRY,MUN,0,2
4213,1992_1993,,,CRY,MID,4,1
4214,1992_1993,,,CRY,NOR,1,2
4215,1992_1993,,,CRY,NFO,1,1
4216,1992_1993,,,CRY,OLD,2,2
4217,1992_1993,,,CRY,QPR,1,1
4218,1992_1993,,,CRY,SHU,2,0
4219,1992_1993,,,CRY,SHW,1,1
4220,1992_1993,,,CRY,SOU,1,2
4221,1992_1993,,,CRY,TOT,1,3
4222,1992_1993,,,CRY,WIM,2,0
4223,1992_1993,,,EVE,ARS,0,0
4224,1992_1993,,,EVE,AVL,1,0
4225,1992_1993,,,EVE,BLB,2,1
4226,1992_1993,,,EVE,CHE,0,1
4227,1992_1993,,,EVE,COV,1,1
4228,1992_1993,,,EVE,CRY,0,2
4229,1992_1993,,,EVE,IPS,3,0
4230,1992_1993,,,EVE,LEE,2,0
4231,1992_1993,,,EVE,LIV,2,1
4232,1992_1993,,,EVE,MCI,1,3
4233,1992_1993,,,EVE,MUN,0,2
4234,1992_1993,,,EVE,MID,2,2
4235,1992_1993,,,EVE,NOR,0,1
4236,1992_1993,,,EVE,NFO,3,0
4237,1992_1993,,,EVE,OLD,2,2
4238,1992_1993,,,EVE,QPR,3,5
4239,1992_1993,,,EVE,SHU,0,2
4240,1992_1993,,,EVE,SHW,1,1
4241,1992_1993,,,EVE,SOU,2,1
4242,1992_1993,,,EVE,TOT,1,2
4243,1992_1993,,,EVE,WIM,0,0
4244,1992_1993,,,IPS,ARS,1,2
4245,1992_1993,,,IPS,AVL,1,1
4246,1992_1993,,,IPS,BLB,2,1
4247,1992_1993,,,IPS,CHE,1,1
4248,1992_1993,,,IPS,COV,0,0
4249,1992_1993,,,IPS,CRY,2,2
4250,1992_1993,,,IPS,EVE,1,0
4251,1992_1993,,,IPS,LEE,4,2
4252,1992_1993,,,IPS,LIV,2,2
4253,1992_1993,,,IPS,MCI,3,1
4254,1992_1993,,,IPS,MUN,2,1
4255,1992_1993,,,IPS,MID,0,1
4256,1992_1993,,,IPS,NOR,3,1
4257,1992_1993,,,IPS,NFO,2,1
4258,1992_1993,,,IPS,OLD,1,2
4259,1992_1993,,,IPS,QPR,1,1
4260,1992_1993,,,IPS,SHU,0,0
4261,1992_1993,,,IPS,SHW,0,1
4262,1992_1993,,,IPS,SOU,0,0
4263,1992_1993,,,IPS,TOT,1,1
4264,1992_1993,,,IPS,WIM,2,1
4265,1992_1993,,,LEE,ARS,3,0
4266,1992_1993,,,LEE,AVL,1,1
4267,1992_1993,,,LEE,BLB,5,2
4268,1992_1993,,,LEE,CHE,1,1
4269,1992_1993,,,LEE,COV,2,2
4270,1992_1993,,,LEE,CRY,0,0
4271,1992_1993,,,LEE,EVE,2,0
4272,1992_1993,,,LEE,IPS,1,0
4273,1992_1993,,,LEE,LIV,2,2
4274,1992_1993,,,LEE,MCI,1,0
4275,1992_1993,,,LEE,MUN,0,0
4276,1992_1993,,,LEE,MID,3,0
4277,1992_1993,,,LEE,NOR,0,0
4278,1992_1993,,,LEE,NFO,1,4
4279,1992_1993,,,LEE,OLD,2,0
4280,1992_1993,,,LEE,QPR,1,1
4281,1992_1993,,,LEE,SHU,3,1
4282,1992_1993,,,LEE,SHW,3,1
4283,1992_1993,,,LEE,SOU,2,1
4284,1992_1993,,,LEE,TOT,5,0
4285,1992_1993,,,LEE,WIM,2,1
4286,1992_1993,,,LIV,ARS,0,2
4287,1992_1993,,,LIV,AVL,1,2
4288,1992_1993,,,LIV,BLB,2,1
4289,1992_1993,,,LIV,CHE,2,1
4290,1992_1993,,,LIV,COV,4,0
4291,1992_1993,,,LIV,CRY,5,0
4292,1992_1993,,,LIV,EVE,1,0
4293,1992_1993,,,LIV,IPS,0,0
4294,1992_1993,,,LIV,LEE,2,0
4295,1992_1993,,,LIV,MCI,1,1
4296,1992_1993,,,LIV,MUN,1,2
4297,1992_1993,,,LIV,MID,4,1
4298,1992_1993,,,LIV,NOR,4,1
4299,1992_1993,,,LIV,NFO,0,0
4300,1992_1993,,,LIV,OLD,1,0
4301,1992_1993,,,LIV,QPR,1,0
4302,1992_1993,,,LIV,SHU,2,1
4303,1992_1993,,,LIV,SHW,1,0
4304,1992_1993,,,LIV,SOU,1,1
4305,1992_1993,,,LIV,TOT,6,2
4306,1992_1993,,,LIV,WIM,2,3
4307,1992_1993,,,MCI,ARS,0,1
4308,1992_1993,,,MCI,AVL,1,1
4309,1992_1993,,,MCI,BLB,3,2
4310,1992_1993,,,MCI,CHE,0,1
4311,1992_1993,,,MCI,COV,1,0
4312,1992_1993,,,MCI,CRY,0,0
4313,1992_1993,,,MCI,EVE,2,5
4314,1992_1993,,,MCI,IPS,3,1
4315,1992_1993,,,MCI,LEE,4,0
4316,1992_1993,,,MCI,LIV,1,1
4317,1992_1993,,,MCI,MUN,1,1
4318,1992_1993,,,MCI,MID,0,1
4319,1992_1993,,,MCI,NOR,3,1
4320,1992_1993,,,MCI,NFO,2,2
4321,1992_1993,,,MCI,OLD,3,3
4322,1992_1993,,,MCI,QPR,1,1
4323,1992_1993,,,MCI,SHU,2,0
4324,1992_1993,,,MCI,SHW,1,2
4325,1992_1993,,,MCI,SOU,1,0
4326,1992_1993,,,MCI,TOT,0,1
4327,1992_1993,,,MCI,WIM,1,1
4328,1992_1993,,,MUN,ARS,0,0
4329,1992_1993,,,MUN,AVL,1,1
4330,1992_1993,,,MUN,BLB,3,1
4331,1992_1993,,,MUN,CHE,3,0
4332,1992_1993,,,MUN,COV,5,0
4333,1992_1993,,,MUN,CRY,1,0
4334,1992_1993,,,MUN,EVE,0,3
4335,1992_1993,,,MUN,IPS,1,1
4336,1992_1993,,,MUN,LEE,2,0
4337,1992_1993,,,MUN,LIV,2,2
4338,1992_1993,,,MUN,MCI,2,1
4339,1992_1993,,,MUN,MID,3,0
4340,1992_1993,,,MUN,NOR,1,0
4341,1992_1993,,,MUN,NFO,2,0
4342,1992_1993,,,MUN,OLD,3,0
4343,1992_1993,,,MUN,QPR,0,0
4344,1992_1993,,,MUN,SHU,2,1
4345,1992_1993,,,MUN,SHW,2,1
4346,1992_1993,,,MUN,SOU,2,1
4347,1992_1993,,,MUN,TOT,4,1
4348,1992_1993,,,MUN,WIM,0,1
4349,1992_1993,,,MID,ARS,1,0
4350,1992_1993,,,MID,AVL,2,3
4351,1992_1993,,,MID,BLB,3,2
4352,1992_1993,,,MID,CHE,0,0
4353,1992_1993,,,MID,COV,0,2
4354,1992_1993,,,MID,CRY,0,1
4355,1992_1993,,,MID,EVE,1,2
4356,1992_1993,,,MID,IPS,2,2
4357,1992_1993,,,MID,LEE,4,1
4358,1992_1993,,,MID,LIV,1,2
4359,1992_1993,,,MID,MCI,2,0
4360,1992_1993,,,MID,MUN,1,1
4361,1992_1993,,,MID,NOR,3,3
4362,1992_1993,,,MID,NFO,1,2
4363,1992_1993,,,MID,OLD,2,3
4364,1992_1993,,,MID,QPR,0,1
4365,1992_1993,,,MID,SHU,2,0
4366,1992_1993,,,MID,SHW,1,1
4367,1992_1993,,,MID,SOU,2,1
4368,1992_1993,,,MID,TOT,3,0
4369,1992_1993,,,MID,WIM,2,0
4370,1992_1993,,,NOR,ARS,1,1
4371,1992_1993,,,NOR,AVL,1,0
4372,1992_1993,,,NOR,BLB,0,0
4373,1992_1993,,,NOR,CHE,2,1
4374,1992_1993,,,NOR,COV,1,1
4375,1992_1993,,,NOR,CRY,4,2
4376,1992_1993,,,NOR,EVE,1,1
4377,1992_1993,,,NOR,IPS,0,2
4378,1992_1993,,,NOR,LEE,4,2
4379,1992_1993,,,NOR,LIV,1,0
4380,1992_1993,,,NOR,MCI,2,1
4381,1992_1993,,,NOR,MUN,1,3
4382,1992_1993,,,NOR,MID,1,1
4383,1992_1993,,,NOR,NFO,3,1
4384,1992_1993,,,NOR,OLD,1,0
4385,1992_1993,,,NOR,QPR,2,1
4386,1992_1993,,,NOR,SHU,2,1
4387,1992_1993,,,NOR,SHW,1,0
4388,1992_1993,,,NOR,SOU,1,0
4389,1992_1993,,,NOR,TOT,0,0
4390,1992_1993,,,NOR,WIM,2,1
4391,1992_1993,,,NFO,ARS,0,1
4392,1992_1993,,,NFO,AVL,0,1
4393,1992_1993,,,NFO,BLB,1,3
4394,1992_1993,,,NFO,CHE,3,0
4395,1992_1993,,,NFO,COV,1,1
4396,1992_1993,,,NFO,CRY,1,1
4397,1992_1993,,,NFO,EVE,0,1
4398,1992_1993,,,NFO,IPS,0,1
4399,1992_1993,,,NFO,LEE,1,1
4400,1992_1993,,,NFO,LIV,1,0
4401,1992_1993,,,NFO,MCI,0,2
4402,1992_1993,,,NFO,MUN,0,2
4403,1992_1993,,,NFO,MID,1,0
4404,1992_1993,,,NFO,NOR,0,3
4405,1992_1993,,,NFO,OLD,2,0
4406,1992_1993,,,NFO,QPR,1,0
4407,1992_1993,,,NFO,SHU,0,2
4408,1992_1993,,,NFO,SHW,1,2
4409,1992_1993,,,NFO,SOU,1,2
4410,1992_1993,,,NFO,TOT,2,1
4411,1992_1993,,,NFO,WIM,1,1
4412,1992_1993,,,OLD,ARS,0,1
4413,1992_1993,,,OLD,AVL,1,1
4414,1992_1993,,,OLD,BLB,0,1
4415,1992_1993,,,OLD,CHE,3,1
4416,1992_1993,,,OLD,COV,0,1
4417,1992_1993,,,OLD,CRY,1,1
4418,1992_1993,,,OLD,EVE,1,0
4419,1992_1993,,,OLD,IPS,4,2
4420,1992_1993,,,OLD,LEE,2,2
4421,1992_1993,,,OLD,LIV,3,2
4422,1992_1993,,,OLD,MCI,0,1
4423,1992_1993,,,OLD,MUN,1,0
4424,1992_1993,,,OLD,MID,4,1
4425,1992_1993,,,OLD,NOR,2,3
4426,1992_1993,,,OLD,NFO,5,3
4427,1992_1993,,,OLD,QPR,2,2
4428,1992_1993,,,OLD,SHU,1,1
4429,1992_1993,,,OLD,SHW,1,1
4430,1992_1993,,,OLD,SOU,4,3
4431,1992_1993,,,OLD,TOT,2,1
4432,1992_1993,,,OLD,WIM,6,2
4433,1992_1993,,,QPR,ARS,0,0
4434,1992_1993,,,QPR,AVL,2,1
4435,1992_1993,,,QPR,BLB,0,3
4436,1992_1993,,,QPR,CHE,1,1
4437,1992_1993,,,QPR,COV,2,0
4438,1992_1993,,,QPR,CRY,1,3
4439,1992_1993,,,QPR,EVE,4,2
4440,1992_1993,,,QPR,IPS,0,0
4441,1992_1993,,,QPR,LEE,2,1
4442,1992_1993,,,QPR,LIV,0,1
4443,1992_1993,,,QPR,MCI,1,1
4444,1992_1993,,,QPR,MUN,1,3
4445,1992_1993,,,QPR,MID,3,3
4446,1992_1993,,,QPR,NOR,3,1
4447,1992_1993,,,QPR,NFO,4,3
4448,1992_1993,,,QPR,OLD,3,2
4449,1992_1993,,,QPR,SHU,3,2
4450,1992_1993,,,QPR,SHW,3,1
4451,1992_1993,,,QPR,SOU,3,1
4452,1992_1993,,,QPR,TOT,4,1
4453,1992_1993,,,QPR,WIM,1,2
4454,1992_1993,,,SHU,ARS,1,1
4455,1992_1993,,,SHU,AVL,0,2
4456,1992_1993,,,SHU,BLB,1,3
4457,1992_1993,,,SHU,CHE,4,2
4458,1992_1993,,,SHU,COV,1,1
4459,1992_1993,,,SHU,CRY,0,1
4460,1992_1993,,,SHU,EVE,1,0
4461,1992_1993,,,SHU,IPS,3,0
4462,1992_1993,,,SHU,LEE,2,1
4463,1992_1993,,,SHU,LIV,1,0
4464,1992_1993,,,SHU,MCI,1,1
4465,1992_1993,,,SHU,MUN,2,1
4466,1992_1993,,,SHU,MID,2,0
4467,1992_1993,,,SHU,NOR,0,1
4468,1992_1993,,,SHU,NFO,0,0
4469,1992_1993,,,SHU,OLD,2,0
4470,1992_1993,,,SHU,QPR,1,2
4471,1992_1993,,,SHU,SHW,1,1
4472,1992_1993,,,SHU,SOU,2,0
4473,1992_1993,,,SHU,TOT,6,0
4474,1992_1993,,,SHU,WIM,2,2
4475,1992_1993,,,SHW,ARS,1,0
4476,1992_1993,,,SHW,AVL,1,2
4477,1992_1993,,,SHW,BLB,0,0
4478,1992_1993,,,SHW,CHE,3,3
4479,1992_1993,,,SHW,COV,1,2
4480,1992_1993,,,SHW,CRY,2,1
4481,1992_1993,,,SHW,EVE,3,1
4482,1992_1993,,,SHW,IPS,1,1
4483,1992_1993,,,SHW,LEE,1,1
4484,1992_1993,,,SHW,LIV,1,1
4485,1992_1993,,,SHW,MCI,0,3
4486,1992_1993,,,SHW,MUN,3,3
4487,1992_1993,,,SHW,MID,2,3
4488,1992_1993,,,SHW,NOR,1,0
4489,1992_1993,,,SHW,NFO,2,0
4490,1992_1993,,,SHW,OLD,2,1
4491,1992_1993,,,SHW,QPR,1,0
4492,1992_1993,,,SHW,SHU,1,1
4493,1992_1993,,,SHW,SOU,5,2
4494,1992_1993,,,SHW,TOT,2,0
4495,1992_1993,,,SHW,WIM,1,1
4496,1992_1993,,,SOU,ARS,2,0
4497,1992_1993,,,SOU,AVL,2,0
4498,1992_1993,,,SOU,BLB,1,1
4499,1992_1993,,,SOU,CHE,1,0
4500,1992_1993,,,SOU,COV,2,2
4501,1992_1993,,,SOU,CRY,1,0
4502,1992_1993,,,SOU,EVE,0,0
4503,1992_1993,,,SOU,IPS,4,3
4504,1992_1993,,,SOU,LEE,1,1
4505,1992_1993,,,SOU,LIV,2,1
4506,1992_1993,,,SOU,MCI,0,1
4507,1992_1993,,,SOU,MUN,0,1
4508,1992_1993,,,SOU,MID,2,1
4509,1992_1993,,,SOU,NOR,3,0
4510,1992_1993,,,SOU,NFO,1,2
4511,1992_1993,,,SOU,OLD,1,0
4512,1992_1993,,,SOU,QPR,1,2
4513,1992_1993,,,SOU,SHU,3,2
4514,1992_1993,,,SOU,SHW,1,2
4515,1992_1993,,,SOU,TOT,0,0
4516,1992_1993,,,SOU,WIM,2,2
4517,1992_1993,,,TOT,ARS,1,0
4518,1992_1993,,,TOT,AVL,0,0
4519,1992_1993,,,TOT,BLB,1,2
4520,1992_1993,,,TOT,CHE,1,2
4521,1992_1993,,,TOT,COV,0,2
4522,1992_1993,,,TOT,CRY,2,2
4523,1992_1993,,,TOT,EVE,2,1
4524,1992_1993,,,TOT,IPS,0,2
4525,1992_1993,,,TOT,LEE,4,0
4526,1992_1993,,,TOT,LIV,2,0
4527,1992_1993,,,TOT,MCI,3,1
4528,1992_1993,,,TOT,MUN,1,1
4529,1992_1993,,,TOT,MID,2,2
4530,1992_1993,,,TOT,NOR,5,1
4531,1992_1993,,,TOT,NFO,2,1
4532,1992_1993,,,TOT,OLD,4,1
4533,1992_1993,,,TOT,QPR,3,2
4534,1992_1993,,,TOT,SHU,2,0
4535,1992_1993,,,TOT,SHW,0,2
4536,1992_1993,,,TOT,SOU,4,2
4537,1992_1993,,,TOT,WIM,1,1
4538,1992_1993,,,WIM,ARS,3,2
4539,1992_1993,,,WIM,AVL,2,3
4540,1992_1993,,,WIM,BLB,1,1
4541,1992_1993,,,WIM,CHE,0,0
4542,1992_1993,,,WIM,COV,1,2
4543,1992_1993,,,WIM,CRY,4,0
4544,1992_1993,,,WIM,EVE,1,3
4545,1992_1993,,,WIM,IPS,0,1
4546,1992_1993,,,WIM,LEE,1,0
4547,1992_1993,,,WIM,LIV,2,0
4548,1992_1993,,,WIM,MCI,0,1
4549,1992_1993,,,WIM,MUN,1,2
4550,1992_1993,,,WIM,MID,2,0
4551,1992_1993,,,WIM,NOR,3,0
4552,1992_1993,,,WIM,NFO,1,0
4553,1992_1993,,,WIM,OLD,5,2
4554,1992_1993,,,WIM,QPR,0,2
4555,1992_1993,,,WIM,SHU,2,0
4556,1992_1993,,,WIM,SHW,1,1
4557,1992_1993,,,WIM,SOU,1,2
4558,1992_1993,,,WIM,TOT,1,1
4559,1993_1994,1993-08-14,,ARS,COV,0,3
4560,1993_1994,1993-08-14,,AVL,QPR,4,1
4561,1993_1994,1993-08-14,,CHE,BLB,1,2
4562,1993_1994,1993-08-14,,LIV,SHW,2,0
4563,1993_1994,1993-08-14,,MCI,LEE,1,1
4564,1993_1994,1993-08-14,,NEW,TOT,0,1
4565,1993_1994,1993-08-14,,OLD,IPS,0,3
4566,1993_1994,1993-08-14,,SHU,SWI,3,1
4567,1993_1994,1993-08-14,,SOU,EVE,0,2
4568,1993_1994,1993-08-14,,WHU,WIM,0,2
4569,1993_1994,1993-08-15,,NOR,MUN,0,2
4570,1993_1994,1993-08-16,,TOT,ARS,0,1
4571,1993_1994,1993-08-17,,EVE,MCI,1,0
4572,1993_1994,1993-08-17,,IPS,SOU,1,0
4573,1993_1994,1993-08-17,,LEE,WHU,1,0
4574,1993_1994,1993-08-17,,WIM,CHE,1,1
4575,1993_1994,1993-08-18,,BLB,NOR,2,3
4576,1993_1994,1993-08-18,,COV,NEW,2,1
4577,1993_1994,1993-08-18,,MUN,SHU,3,0
4578,1993_1994,1993-08-18,,QPR,LIV,1,3
4579,1993_1994,1993-08-18,,SHW,AVL,0,0
4580,1993_1994,1993-08-18,,SWI,OLD,0,1
4581,1993_1994,1993-08-21,,BLB,OLD,1,0
4582,1993_1994,1993-08-21,,COV,WHU,1,1
4583,1993_1994,1993-08-21,,EVE,SHU,4,2
4584,1993_1994,1993-08-21,,IPS,CHE,1,0
4585,1993_1994,1993-08-21,,LEE,NOR,0,4
4586,1993_1994,1993-08-21,,MUN,NEW,1,1
4587,1993_1994,1993-08-21,,QPR,SOU,2,1
4588,1993_1994,1993-08-21,,SHW,ARS,0,1
4589,1993_1994,1993-08-21,,TOT,MCI,1,0
4590,1993_1994,1993-08-21,,WIM,AVL,2,2
4591,1993_1994,1993-08-22,,SWI,LIV,0,5
4592,1993_1994,1993-08-23,,AVL,MUN,1,2
4593,1993_1994,1993-08-24,,ARS,LEE,2,1
4594,1993_1994,1993-08-24,,MCI,BLB,0,2
4595,1993_1994,1993-08-24,,OLD,COV,3,3
4596,1993_1994,1993-08-24,,SHU,WIM,2,1
4597,1993_1994,1993-08-25,,CHE,QPR,2,0
4598,1993_1994,1993-08-25,,LIV,TOT,1,2
4599,1993_1994,1993-08-25,,NEW,EVE,1,0
4600,1993_1994,1993-08-25,,NOR,IPS,1,0
4601,1993_1994,1993-08-25,,SOU,SWI,5,1
4602,1993_1994,1993-08-25,,WHU,SHW,2,0
4603,1993_1994,1993-08-27,,MCI,COV,1,1
4604,1993_1994,1993-08-28,,ARS,EVE,2,0
4605,1993_1994,1993-08-28,,AVL,TOT,1,0
4606,1993_1994,1993-08-28,,CHE,SHW,1,1
4607,1993_1994,1993-08-28,,LIV,LEE,2,0
4608,1993_1994,1993-08-28,,NOR,SWI,0,0
4609,1993_1994,1993-08-28,,OLD,WIM,1,1
4610,1993_1994,1993-08-28,,SHU,IPS,1,1
4611,1993_1994,1993-08-28,,SOU,MUN,1,3
4612,1993_1994,1993-08-28,,WHU,QPR,0,4
4613,1993_1994,1993-08-29,,NEW,BLB,1,1
4614,1993_1994,1993-08-30,,LEE,OLD,1,0
4615,1993_1994,1993-08-31,,EVE,AVL,0,1
4616,1993_1994,1993-08-31,,IPS,NEW,1,1
4617,1993_1994,1993-08-31,,WIM,SOU,1,0
4618,1993_1994,1993-09-01,,BLB,ARS,1,1
4619,1993_1994,1993-09-01,,COV,LIV,1,0
4620,1993_1994,1993-09-01,,MUN,WHU,3,0
4621,1993_1994,1993-09-01,,QPR,SHU,2,1
4622,1993_1994,1993-09-01,,SHW,NOR,3,3
4623,1993_1994,1993-09-01,,SWI,MCI,1,3
4624,1993_1994,1993-09-01,,TOT,CHE,1,1
4625,1993_1994,1993-09-11,,ARS,IPS,4,0
4626,1993_1994,1993-09-11,,AVL,COV,0,0
4627,1993_1994,1993-09-11,,CHE,MUN,1,0
4628,1993_1994,1993-09-11,,MCI,QPR,3,0
4629,1993_1994,1993-09-11,,NOR,WIM,0,1
4630,1993_1994,1993-09-11,,OLD,EVE,0,1
4631,1993_1994,1993-09-11,,SHU,TOT,2,2
4632,1993_1994,1993-09-11,,SOU,LEE,0,2
4633,1993_1994,1993-09-11,,WHU,SWI,0,0
4634,1993_1994,1993-09-12,,LIV,BLB,0,1
4635,1993_1994,1993-09-13,,NEW,SHW,4,2
4636,1993_1994,1993-09-18,,BLB,WHU,0,2
4637,1993_1994,1993-09-18,,COV,CHE,1,1
4638,1993_1994,1993-09-18,,EVE,LIV,2,0
4639,1993_1994,1993-09-18,,IPS,AVL,1,2
4640,1993_1994,1993-09-18,,LEE,SHU,2,1
4641,1993_1994,1993-09-18,,QPR,NOR,2,2
4642,1993_1994,1993-09-18,,SHW,SOU,2,0
4643,1993_1994,1993-09-18,,SWI,NEW,2,2
4644,1993_1994,1993-09-18,,TOT,OLD,5,0
4645,1993_1994,1993-09-19,,MUN,ARS,1,0
4646,1993_1994,1993-09-20,,WIM,MCI,1,0
4647,1993_1994,1993-09-25,,ARS,SOU,1,0
4648,1993_1994,1993-09-25,,BLB,SHW,1,1
4649,1993_1994,1993-09-25,,CHE,LIV,1,0
4650,1993_1994,1993-09-25,,COV,LEE,0,2
4651,1993_1994,1993-09-25,,EVE,NOR,1,5
4652,1993_1994,1993-09-25,,MUN,SWI,4,2
4653,1993_1994,1993-09-25,,NEW,WHU,2,0
4654,1993_1994,1993-09-25,,OLD,AVL,1,1
4655,1993_1994,1993-09-25,,SHU,MCI,0,1
4656,1993_1994,1993-09-26,,IPS,TOT,2,2
4657,1993_1994,1993-09-27,,WIM,QPR,1,1
4658,1993_1994,1993-10-02,,AVL,NEW,0,2
4659,1993_1994,1993-10-02,,LEE,WIM,4,0
4660,1993_1994,1993-10-02,,LIV,ARS,0,0
4661,1993_1994,1993-10-02,,NOR,COV,1,0
4662,1993_1994,1993-10-02,,QPR,IPS,3,0
4663,1993_1994,1993-10-02,,SHW,MUN,2,3
4664,1993_1994,1993-10-02,,SOU,SHU,3,3
4665,1993_1994,1993-10-02,,SWI,BLB,1,3
4666,1993_1994,1993-10-02,,WHU,CHE,1,0
4667,1993_1994,1993-10-03,,TOT,EVE,3,2
4668,1993_1994,1993-10-04,,MCI,OLD,1,1
4669,1993_1994,1993-10-16,,ARS,MCI,0,0
4670,1993_1994,1993-10-16,,CHE,NOR,1,2
4671,1993_1994,1993-10-16,,COV,SOU,1,1
4672,1993_1994,1993-10-16,,LIV,OLD,2,1
4673,1993_1994,1993-10-16,,MUN,TOT,2,1
4674,1993_1994,1993-10-16,,NEW,QPR,1,2
4675,1993_1994,1993-10-16,,SHW,WIM,2,2
4676,1993_1994,1993-10-16,,SWI,EVE,1,1
