mid,season,mdate,mtime,hcc,acc,hcg,acg
10135,2007_2008,2007-10-20,,MCI,BIR,1,0
10136,2007_2008,2007-10-20,,MID,CHE,0,2
10137,2007_2008,2007-10-20,,WIG,POR,0,2
10138,2007_2008,2007-10-21,,WHU,SUN,3,1
10139,2007_2008,2007-10-22,,NEW,TOT,3,1
10140,2007_2008,2007-10-27,,BIR,WIG,3,2
10141,2007_2008,2007-10-27,,CHE,MCI,6,0
10142,2007_2008,2007-10-27,,MUN,MID,4,1
10143,2007_2008,2007-10-27,,POR,WHU,0,0
10144,2007_2008,2007-10-27,,REA,NEW,2,1
10145,2007_2008,2007-10-27,,SUN,FUL,1,1
10146,2007_2008,2007-10-28,,BOL,AVL,1,1
10147,2007_2008,2007-10-28,,DER,EVE,0,2
10148,2007_2008,2007-10-28,,LIV,ARS,1,1
10149,2007_2008,2007-10-28,,TOT,BLB,1,2
10150,2007_2008,2007-11-03,,ARS,MUN,2,2
10151,2007_2008,2007-11-03,,AVL,DER,2,0
10152,2007_2008,2007-11-03,,BLB,LIV,0,0
10153,2007_2008,2007-11-03,,EVE,BIR,3,1
10154,2007_2008,2007-11-03,,FUL,REA,3,1
10155,2007_2008,2007-11-03,,MID,TOT,1,1
10156,2007_2008,2007-11-03,,NEW,POR,1,4
10157,2007_2008,2007-11-03,,WIG,CHE,0,2
10158,2007_2008,2007-11-04,,WHU,BOL,1,1
10159,2007_2008,2007-11-05,,MCI,SUN,1,0
10160,2007_2008,2007-11-10,,DER,WHU,0,5
10161,2007_2008,2007-11-10,,LIV,FUL,2,0
10162,2007_2008,2007-11-10,,SUN,NEW,1,1
10163,2007_2008,2007-11-11,,BIR,AVL,1,2
10164,2007_2008,2007-11-11,,BOL,MID,0,0
10165,2007_2008,2007-11-11,,CHE,EVE,1,1
10166,2007_2008,2007-11-11,,MUN,BLB,2,0
10167,2007_2008,2007-11-11,,POR,MCI,0,0
10168,2007_2008,2007-11-11,,TOT,WIG,4,0
10169,2007_2008,2007-11-12,,REA,ARS,1,3
10170,2007_2008,2007-11-24,,ARS,WIG,2,0
10171,2007_2008,2007-11-24,,BIR,POR,0,2
10172,2007_2008,2007-11-24,,BOL,MUN,1,0
10173,2007_2008,2007-11-24,,DER,CHE,0,2
10174,2007_2008,2007-11-24,,EVE,SUN,7,1
10175,2007_2008,2007-11-24,,MCI,REA,2,1
10176,2007_2008,2007-11-24,,MID,AVL,0,3
10177,2007_2008,2007-11-24,,NEW,LIV,0,3
10178,2007_2008,2007-11-25,,FUL,BLB,2,2
10179,2007_2008,2007-11-25,,WHU,TOT,1,1
10180,2007_2008,2007-11-28,,BLB,AVL,0,4
10181,2007_2008,2007-12-01,,AVL,ARS,1,2
10182,2007_2008,2007-12-01,,BLB,NEW,3,1
10183,2007_2008,2007-12-01,,CHE,WHU,1,0
10184,2007_2008,2007-12-01,,POR,EVE,0,0
10185,2007_2008,2007-12-01,,REA,MID,1,1
10186,2007_2008,2007-12-01,,SUN,DER,1,0
10187,2007_2008,2007-12-01,,WIG,MCI,1,1
10188,2007_2008,2007-12-02,,LIV,BOL,4,0
10189,2007_2008,2007-12-02,,TOT,BIR,2,3
10190,2007_2008,2007-12-03,,MUN,FUL,2,0
10191,2007_2008,2007-12-05,,NEW,ARS,1,1
10192,2007_2008,2007-12-08,,AVL,POR,1,3
10193,2007_2008,2007-12-08,,CHE,SUN,2,0
10194,2007_2008,2007-12-08,,EVE,FUL,3,0
10195,2007_2008,2007-12-08,,MUN,DER,4,1
10196,2007_2008,2007-12-08,,NEW,BIR,2,1
10197,2007_2008,2007-12-08,,REA,LIV,3,1
10198,2007_2008,2007-12-09,,BLB,WHU,0,1
10199,2007_2008,2007-12-09,,BOL,WIG,4,1
10200,2007_2008,2007-12-09,,MID,ARS,2,1
10201,2007_2008,2007-12-09,,TOT,MCI,2,1
10202,2007_2008,2007-12-15,,BIR,REA,1,1
10203,2007_2008,2007-12-15,,DER,MID,0,1
10204,2007_2008,2007-12-15,,FUL,NEW,0,1
10205,2007_2008,2007-12-15,,MCI,BOL,4,2
10206,2007_2008,2007-12-15,,POR,TOT,0,1
10207,2007_2008,2007-12-15,,SUN,AVL,1,1
10208,2007_2008,2007-12-15,,WHU,EVE,0,2
10209,2007_2008,2007-12-15,,WIG,BLB,5,3
10210,2007_2008,2007-12-16,,ARS,CHE,1,0
10211,2007_2008,2007-12-16,,LIV,MUN,0,1
10212,2007_2008,2007-12-22,,ARS,TOT,2,1
10213,2007_2008,2007-12-22,,AVL,MCI,1,1
10214,2007_2008,2007-12-22,,BOL,BIR,3,0
10215,2007_2008,2007-12-22,,FUL,WIG,1,1
10216,2007_2008,2007-12-22,,LIV,POR,4,1
10217,2007_2008,2007-12-22,,MID,WHU,1,2
10218,2007_2008,2007-12-22,,REA,SUN,2,1
10219,2007_2008,2007-12-23,,BLB,CHE,0,1
10220,2007_2008,2007-12-23,,MUN,EVE,2,1
10221,2007_2008,2007-12-23,,NEW,DER,2,2
10222,2007_2008,2007-12-26,,BIR,MID,3,0
10223,2007_2008,2007-12-26,,CHE,AVL,4,4
10224,2007_2008,2007-12-26,,DER,LIV,1,2
10225,2007_2008,2007-12-26,,EVE,BOL,2,0
10226,2007_2008,2007-12-26,,POR,ARS,0,0
10227,2007_2008,2007-12-26,,SUN,MUN,0,4
10228,2007_2008,2007-12-26,,TOT,FUL,5,1
10229,2007_2008,2007-12-26,,WHU,REA,1,1
10230,2007_2008,2007-12-26,,WIG,NEW,1,0
10231,2007_2008,2007-12-27,,MCI,BLB,2,2
10232,2007_2008,2007-12-29,,BIR,FUL,1,1
10233,2007_2008,2007-12-29,,CHE,NEW,2,1
10234,2007_2008,2007-12-29,,EVE,ARS,1,4
10235,2007_2008,2007-12-29,,POR,MID,0,1
10236,2007_2008,2007-12-29,,SUN,BOL,3,1
10237,2007_2008,2007-12-29,,TOT,REA,6,4
10238,2007_2008,2007-12-29,,WHU,MUN,2,1
10239,2007_2008,2007-12-29,,WIG,AVL,1,2
10240,2007_2008,2007-12-30,,DER,BLB,1,2
10241,2007_2008,2007-12-30,,MCI,LIV,0,0
10242,2007_2008,2008-01-01,,ARS,WHU,2,0
10243,2007_2008,2008-01-01,,AVL,TOT,2,1
10244,2007_2008,2008-01-01,,FUL,CHE,1,2
10245,2007_2008,2008-01-01,,MUN,BIR,1,0
10246,2007_2008,2008-01-01,,MID,EVE,0,2
10247,2007_2008,2008-01-01,,REA,POR,0,2
10248,2007_2008,2008-01-02,,BLB,SUN,1,0
10249,2007_2008,2008-01-02,,BOL,DER,1,0
10250,2007_2008,2008-01-02,,LIV,WIG,1,1
10251,2007_2008,2008-01-02,,NEW,MCI,0,2
10252,2007_2008,2008-01-12,,ARS,BIR,1,1
10253,2007_2008,2008-01-12,,AVL,REA,3,1
10254,2007_2008,2008-01-12,,CHE,TOT,2,0
10255,2007_2008,2008-01-12,,DER,WIG,0,1
10256,2007_2008,2008-01-12,,EVE,MCI,1,0
10257,2007_2008,2008-01-12,,MUN,NEW,6,0
10258,2007_2008,2008-01-12,,MID,LIV,1,1
10259,2007_2008,2008-01-12,,WHU,FUL,2,1
10260,2007_2008,2008-01-13,,BOL,BLB,1,2
10261,2007_2008,2008-01-13,,SUN,POR,2,0
10262,2007_2008,2008-01-19,,BIR,CHE,0,1
10263,2007_2008,2008-01-19,,BLB,MID,1,1
10264,2007_2008,2008-01-19,,FUL,ARS,0,3
10265,2007_2008,2008-01-19,,NEW,BOL,0,0
10266,2007_2008,2008-01-19,,POR,DER,3,1
10267,2007_2008,2008-01-19,,REA,MUN,0,2
10268,2007_2008,2008-01-19,,TOT,SUN,2,0
10269,2007_2008,2008-01-20,,MCI,WHU,1,1
10270,2007_2008,2008-01-20,,WIG,EVE,1,2
10271,2007_2008,2008-01-21,,LIV,AVL,2,2
10272,2007_2008,2008-01-26,,AVL,BLB,1,1
10273,2007_2008,2008-01-29,,ARS,NEW,3,0
10274,2007_2008,2008-01-29,,BOL,FUL,0,0
10275,2007_2008,2008-01-29,,MID,WIG,1,0
10276,2007_2008,2008-01-29,,SUN,BIR,2,0
10277,2007_2008,2008-01-30,,CHE,REA,1,0
10278,2007_2008,2008-01-30,,DER,MCI,1,1
10279,2007_2008,2008-01-30,,EVE,TOT,0,0
10280,2007_2008,2008-01-30,,MUN,POR,2,0
10281,2007_2008,2008-01-30,,WHU,LIV,1,0
10282,2007_2008,2008-02-02,,BIR,DER,1,1
10283,2007_2008,2008-02-02,,BLB,EVE,0,0
10284,2007_2008,2008-02-02,,LIV,SUN,3,0
10285,2007_2008,2008-02-02,,MCI,ARS,1,3
10286,2007_2008,2008-02-02,,POR,CHE,1,1
10287,2007_2008,2008-02-02,,REA,BOL,0,2
10288,2007_2008,2008-02-02,,TOT,MUN,1,1
10289,2007_2008,2008-02-02,,WIG,WHU,1,0
10290,2007_2008,2008-02-03,,FUL,AVL,2,1
10291,2007_2008,2008-02-03,,NEW,MID,1,1
10292,2007_2008,2008-02-09,,AVL,NEW,4,1
10293,2007_2008,2008-02-09,,BOL,POR,0,1
10294,2007_2008,2008-02-09,,DER,TOT,0,3
10295,2007_2008,2008-02-09,,EVE,REA,1,0
10296,2007_2008,2008-02-09,,MID,FUL,1,0
10297,2007_2008,2008-02-09,,SUN,WIG,2,0
10298,2007_2008,2008-02-09,,WHU,BIR,1,1
10299,2007_2008,2008-02-10,,CHE,LIV,0,0
10300,2007_2008,2008-02-10,,MUN,MCI,1,2
10301,2007_2008,2008-02-11,,ARS,BLB,2,0
10302,2007_2008,2008-02-23,,BIR,ARS,2,2
10303,2007_2008,2008-02-23,,FUL,WHU,0,1
10304,2007_2008,2008-02-23,,LIV,MID,3,2
10305,2007_2008,2008-02-23,,NEW,MUN,1,5
10306,2007_2008,2008-02-23,,POR,SUN,1,0
10307,2007_2008,2008-02-23,,WIG,DER,2,0
10308,2007_2008,2008-02-24,,BLB,BOL,4,1
10309,2007_2008,2008-02-24,,REA,AVL,1,2
10310,2007_2008,2008-02-25,,MCI,EVE,0,2
10311,2007_2008,2008-03-01,,ARS,AVL,1,1
10312,2007_2008,2008-03-01,,BIR,TOT,4,1
10313,2007_2008,2008-03-01,,DER,SUN,0,0
10314,2007_2008,2008-03-01,,FUL,MUN,0,3
10315,2007_2008,2008-03-01,,MCI,WIG,0,0
10316,2007_2008,2008-03-01,,MID,REA,0,1
10317,2007_2008,2008-03-01,,NEW,BLB,0,1
10318,2007_2008,2008-03-01,,WHU,CHE,0,4
10319,2007_2008,2008-03-02,,BOL,LIV,1,3
10320,2007_2008,2008-03-02,,EVE,POR,3,1
10321,2007_2008,2008-03-05,,LIV,WHU,4,0
10322,2007_2008,2008-03-08,,BLB,FUL,1,1
10323,2007_2008,2008-03-08,,LIV,NEW,3,0
10324,2007_2008,2008-03-08,,REA,MCI,2,0
10325,2007_2008,2008-03-09,,SUN,EVE,0,1
10326,2007_2008,2008-03-09,,TOT,WHU,4,0
10327,2007_2008,2008-03-09,,WIG,ARS,0,0
10328,2007_2008,2008-03-12,,AVL,MID,1,1
10329,2007_2008,2008-03-12,,CHE,DER,6,1
10330,2007_2008,2008-03-12,,POR,BIR,4,2
10331,2007_2008,2008-03-15,,ARS,MID,1,1
10332,2007_2008,2008-03-15,,DER,MUN,0,1
10333,2007_2008,2008-03-15,,LIV,REA,2,1
10334,2007_2008,2008-03-15,,POR,AVL,2,0
10335,2007_2008,2008-03-15,,SUN,CHE,0,1
10336,2007_2008,2008-03-15,,WHU,BLB,2,1
10337,2007_2008,2008-03-16,,FUL,EVE,1,0
10338,2007_2008,2008-03-16,,MCI,TOT,2,1
10339,2007_2008,2008-03-16,,WIG,BOL,1,0
10340,2007_2008,2008-03-17,,BIR,NEW,1,1
10341,2007_2008,2008-03-19,,MUN,BOL,2,0
10342,2007_2008,2008-03-19,,TOT,CHE,4,4
10343,2007_2008,2008-03-22,,AVL,SUN,0,1
10344,2007_2008,2008-03-22,,BLB,WIG,3,1
10345,2007_2008,2008-03-22,,BOL,MCI,0,0
10346,2007_2008,2008-03-22,,EVE,WHU,1,1
10347,2007_2008,2008-03-22,,MID,DER,1,0
10348,2007_2008,2008-03-22,,NEW,FUL,2,0
10349,2007_2008,2008-03-22,,REA,BIR,2,1
10350,2007_2008,2008-03-22,,TOT,POR,2,0
10351,2007_2008,2008-03-23,,CHE,ARS,2,1
10352,2007_2008,2008-03-23,,MUN,LIV,3,0
10353,2007_2008,2008-03-29,,BIR,MCI,3,1
10354,2007_2008,2008-03-29,,BOL,ARS,2,3
10355,2007_2008,2008-03-29,,DER,FUL,2,2
10356,2007_2008,2008-03-29,,MUN,AVL,4,0
10357,2007_2008,2008-03-29,,POR,WIG,2,0
10358,2007_2008,2008-03-29,,REA,BLB,0,0
10359,2007_2008,2008-03-29,,SUN,WHU,2,1
10360,2007_2008,2008-03-30,,CHE,MID,1,0
10361,2007_2008,2008-03-30,,LIV,EVE,1,0
10362,2007_2008,2008-03-30,,TOT,NEW,1,4
10363,2007_2008,2008-04-05,,ARS,LIV,1,1
10364,2007_2008,2008-04-05,,AVL,BOL,4,0
10365,2007_2008,2008-04-05,,BLB,TOT,1,1
10366,2007_2008,2008-04-05,,FUL,SUN,1,3
10367,2007_2008,2008-04-05,,MCI,CHE,0,2
10368,2007_2008,2008-04-05,,NEW,REA,3,0
10369,2007_2008,2008-04-05,,WIG,BIR,2,0
10370,2007_2008,2008-04-06,,EVE,DER,1,0
10371,2007_2008,2008-04-06,,MID,MUN,2,2
10372,2007_2008,2008-04-08,,WHU,POR,0,1
10373,2007_2008,2008-04-12,,BIR,EVE,1,1
10374,2007_2008,2008-04-12,,BOL,WHU,1,0
10375,2007_2008,2008-04-12,,DER,AVL,0,6
10376,2007_2008,2008-04-12,,POR,NEW,0,0
10377,2007_2008,2008-04-12,,REA,FUL,0,2
10378,2007_2008,2008-04-12,,SUN,MCI,1,2
10379,2007_2008,2008-04-12,,TOT,MID,1,1
10380,2007_2008,2008-04-13,,LIV,BLB,3,1
10381,2007_2008,2008-04-13,,MUN,ARS,2,1
10382,2007_2008,2008-04-14,,CHE,WIG,1,1
10383,2007_2008,2008-04-17,,EVE,CHE,0,1
10384,2007_2008,2008-04-19,,ARS,REA,2,0
10385,2007_2008,2008-04-19,,BLB,MUN,1,1
10386,2007_2008,2008-04-19,,FUL,LIV,0,2
10387,2007_2008,2008-04-19,,MID,BOL,0,1
10388,2007_2008,2008-04-19,,WHU,DER,2,1
10389,2007_2008,2008-04-19,,WIG,TOT,1,1
10390,2007_2008,2008-04-20,,AVL,BIR,5,1
10391,2007_2008,2008-04-20,,MCI,POR,3,1
10392,2007_2008,2008-04-20,,NEW,SUN,2,0
10393,2007_2008,2008-04-26,,BIR,LIV,2,2
10394,2007_2008,2008-04-26,,CHE,MUN,2,1
10395,2007_2008,2008-04-26,,MCI,FUL,2,3
10396,2007_2008,2008-04-26,,SUN,MID,3,2
10397,2007_2008,2008-04-26,,TOT,BOL,1,1
10398,2007_2008,2008-04-26,,WHU,NEW,2,2
10399,2007_2008,2008-04-26,,WIG,REA,0,0
10400,2007_2008,2008-04-27,,EVE,AVL,2,2
10401,2007_2008,2008-04-27,,POR,BLB,0,1
10402,2007_2008,2008-04-28,,DER,ARS,2,6
10403,2007_2008,2008-05-03,,AVL,WIG,0,2
10404,2007_2008,2008-05-03,,BLB,DER,3,1
10405,2007_2008,2008-05-03,,BOL,SUN,2,0
10406,2007_2008,2008-05-03,,FUL,BIR,2,0
10407,2007_2008,2008-05-03,,MUN,WHU,4,1
10408,2007_2008,2008-05-03,,MID,POR,2,0
10409,2007_2008,2008-05-03,,REA,TOT,0,1
10410,2007_2008,2008-05-04,,ARS,EVE,1,0
10411,2007_2008,2008-05-04,,LIV,MCI,1,0
10412,2007_2008,2008-05-05,,NEW,CHE,0,2
10413,2007_2008,2008-05-11,,BIR,BLB,4,1
10414,2007_2008,2008-05-11,,CHE,BOL,1,1
10415,2007_2008,2008-05-11,,DER,REA,0,4
10416,2007_2008,2008-05-11,,EVE,NEW,3,1
10417,2007_2008,2008-05-11,,MID,MCI,8,1
10418,2007_2008,2008-05-11,,POR,FUL,0,1
10419,2007_2008,2008-05-11,,SUN,ARS,0,1
10420,2007_2008,2008-05-11,,TOT,LIV,0,2
10421,2007_2008,2008-05-11,,WHU,AVL,2,2
10422,2007_2008,2008-05-11,,WIG,MUN,0,2
10423,2008_2009,2008-08-16,,ARS,WBA,1,0
10424,2008_2009,2008-08-16,,BOL,STK,3,1
10425,2008_2009,2008-08-16,,EVE,BLB,2,3
10426,2008_2009,2008-08-16,,HUL,FUL,2,1
10427,2008_2009,2008-08-16,,MID,TOT,2,1
10428,2008_2009,2008-08-16,,SUN,LIV,0,1
10429,2008_2009,2008-08-16,,WHU,WIG,2,1
10430,2008_2009,2008-08-17,,AVL,MCI,4,2
10431,2008_2009,2008-08-17,,CHE,POR,4,0
10432,2008_2009,2008-08-17,,MUN,NEW,1,1
10433,2008_2009,2008-08-23,,BLB,HUL,1,1
10434,2008_2009,2008-08-23,,FUL,ARS,1,0
10435,2008_2009,2008-08-23,,LIV,MID,2,1
10436,2008_2009,2008-08-23,,NEW,BOL,1,0
10437,2008_2009,2008-08-23,,STK,AVL,3,2
10438,2008_2009,2008-08-23,,TOT,SUN,1,2
10439,2008_2009,2008-08-23,,WBA,EVE,1,2
10440,2008_2009,2008-08-24,,MCI,WHU,3,0
10441,2008_2009,2008-08-24,,WIG,CHE,0,1
10442,2008_2009,2008-08-25,,POR,MUN,0,1
10443,2008_2009,2008-08-30,,ARS,NEW,3,0
10444,2008_2009,2008-08-30,,BOL,WBA,0,0
10445,2008_2009,2008-08-30,,EVE,POR,0,3
10446,2008_2009,2008-08-30,,HUL,WIG,0,5
10447,2008_2009,2008-08-30,,MID,STK,2,1
10448,2008_2009,2008-08-30,,WHU,BLB,4,1
10449,2008_2009,2008-08-31,,AVL,LIV,0,0
10450,2008_2009,2008-08-31,,CHE,TOT,1,1
10451,2008_2009,2008-08-31,,SUN,MCI,0,3
10452,2008_2009,2008-09-13,,BLB,ARS,0,4
10453,2008_2009,2008-09-13,,FUL,BOL,2,1
10454,2008_2009,2008-09-13,,LIV,MUN,2,1
10455,2008_2009,2008-09-13,,MCI,CHE,1,3
10456,2008_2009,2008-09-13,,NEW,HUL,1,2
10457,2008_2009,2008-09-13,,POR,MID,2,1
10458,2008_2009,2008-09-13,,WBA,WHU,3,2
10459,2008_2009,2008-09-13,,WIG,SUN,1,1
10460,2008_2009,2008-09-14,,STK,EVE,2,3
10461,2008_2009,2008-09-15,,TOT,AVL,1,2
10462,2008_2009,2008-09-20,,BLB,FUL,1,0
10463,2008_2009,2008-09-20,,BOL,ARS,1,3
10464,2008_2009,2008-09-20,,LIV,STK,0,0
10465,2008_2009,2008-09-20,,SUN,MID,2,0
10466,2008_2009,2008-09-20,,WHU,NEW,3,1
10467,2008_2009,2008-09-21,,CHE,MUN,1,1
10468,2008_2009,2008-09-21,,HUL,EVE,2,2
10469,2008_2009,2008-09-21,,MCI,POR,6,0
10470,2008_2009,2008-09-21,,TOT,WIG,0,0
10471,2008_2009,2008-09-21,,WBA,AVL,1,2
10472,2008_2009,2008-09-27,,ARS,HUL,1,2
10473,2008_2009,2008-09-27,,AVL,SUN,2,1
10474,2008_2009,2008-09-27,,EVE,LIV,0,2
10475,2008_2009,2008-09-27,,FUL,WHU,1,2
10476,2008_2009,2008-09-27,,MUN,BOL,2,0
10477,2008_2009,2008-09-27,,MID,WBA,0,1
10478,2008_2009,2008-09-27,,NEW,BLB,1,2
10479,2008_2009,2008-09-27,,STK,CHE,0,2
10480,2008_2009,2008-09-28,,POR,TOT,2,0
10481,2008_2009,2008-09-28,,WIG,MCI,2,1
10482,2008_2009,2008-10-04,,BLB,MUN,0,2
10483,2008_2009,2008-10-04,,SUN,ARS,1,1
10484,2008_2009,2008-10-04,,WBA,FUL,1,0
10485,2008_2009,2008-10-04,,WIG,MID,0,1
10486,2008_2009,2008-10-05,,CHE,AVL,2,0
10487,2008_2009,2008-10-05,,EVE,NEW,2,2
10488,2008_2009,2008-10-05,,MCI,LIV,2,3
10489,2008_2009,2008-10-05,,POR,STK,2,1
10490,2008_2009,2008-10-05,,TOT,HUL,0,1
10491,2008_2009,2008-10-05,,WHU,BOL,1,3
10492,2008_2009,2008-10-18,,ARS,EVE,3,1
10493,2008_2009,2008-10-18,,AVL,POR,0,0
10494,2008_2009,2008-10-18,,BOL,BLB,0,0
10495,2008_2009,2008-10-18,,FUL,SUN,0,0
10496,2008_2009,2008-10-18,,LIV,WIG,3,2
10497,2008_2009,2008-10-18,,MUN,WBA,4,0
10498,2008_2009,2008-10-18,,MID,CHE,0,5
10499,2008_2009,2008-10-19,,HUL,WHU,1,0
10500,2008_2009,2008-10-19,,STK,TOT,2,1
10501,2008_2009,2008-10-20,,NEW,MCI,2,2
10502,2008_2009,2008-10-25,,BLB,MID,1,1
10503,2008_2009,2008-10-25,,EVE,MUN,1,1
10504,2008_2009,2008-10-25,,SUN,NEW,2,1
10505,2008_2009,2008-10-25,,WBA,HUL,0,3
10506,2008_2009,2008-10-26,,CHE,LIV,0,1
10507,2008_2009,2008-10-26,,MCI,STK,3,0
10508,2008_2009,2008-10-26,,POR,FUL,1,1
10509,2008_2009,2008-10-26,,TOT,BOL,2,0
10510,2008_2009,2008-10-26,,WHU,ARS,0,2
10511,2008_2009,2008-10-26,,WIG,AVL,0,4
10512,2008_2009,2008-10-28,,NEW,WBA,2,1
10513,2008_2009,2008-10-29,,ARS,TOT,4,4
10514,2008_2009,2008-10-29,,AVL,BLB,3,2
10515,2008_2009,2008-10-29,,BOL,EVE,0,1
10516,2008_2009,2008-10-29,,FUL,WIG,2,0
10517,2008_2009,2008-10-29,,HUL,CHE,0,3
10518,2008_2009,2008-10-29,,LIV,POR,1,0
10519,2008_2009,2008-10-29,,MUN,WHU,2,0
10520,2008_2009,2008-10-29,,MID,MCI,2,0
10521,2008_2009,2008-10-29,,STK,SUN,1,0
10522,2008_2009,2008-11-01,,CHE,SUN,5,0
10523,2008_2009,2008-11-01,,EVE,FUL,1,0
10524,2008_2009,2008-11-01,,MUN,HUL,4,3
10525,2008_2009,2008-11-01,,MID,WHU,1,1
10526,2008_2009,2008-11-01,,POR,WIG,1,2
10527,2008_2009,2008-11-01,,STK,ARS,2,1
10528,2008_2009,2008-11-01,,TOT,LIV,2,1
10529,2008_2009,2008-11-01,,WBA,BLB,2,2
10530,2008_2009,2008-11-02,,BOL,MCI,2,0
10531,2008_2009,2008-11-03,,NEW,AVL,2,0
10532,2008_2009,2008-11-08,,ARS,MUN,2,1
10533,2008_2009,2008-11-08,,HUL,BOL,0,1
10534,2008_2009,2008-11-08,,LIV,WBA,3,0
10535,2008_2009,2008-11-08,,SUN,POR,1,2
10536,2008_2009,2008-11-08,,WHU,EVE,1,3
10537,2008_2009,2008-11-08,,WIG,STK,0,0
10538,2008_2009,2008-11-09,,AVL,MID,1,2
10539,2008_2009,2008-11-09,,BLB,CHE,0,2
10540,2008_2009,2008-11-09,,FUL,NEW,2,1
10541,2008_2009,2008-11-09,,MCI,TOT,1,2
10542,2008_2009,2008-11-15,,ARS,AVL,0,2
10543,2008_2009,2008-11-15,,BLB,SUN,1,2
10544,2008_2009,2008-11-15,,BOL,LIV,0,2
10545,2008_2009,2008-11-15,,FUL,TOT,2,1
10546,2008_2009,2008-11-15,,MUN,STK,5,0
10547,2008_2009,2008-11-15,,NEW,WIG,2,2
10548,2008_2009,2008-11-15,,WBA,CHE,0,3
10549,2008_2009,2008-11-15,,WHU,POR,0,0
10550,2008_2009,2008-11-16,,EVE,MID,1,1
10551,2008_2009,2008-11-16,,HUL,MCI,2,2
10552,2008_2009,2008-11-22,,AVL,MUN,0,0
10553,2008_2009,2008-11-22,,CHE,NEW,0,0
10554,2008_2009,2008-11-22,,LIV,FUL,0,0
10555,2008_2009,2008-11-22,,MCI,ARS,3,0
10556,2008_2009,2008-11-22,,MID,BOL,1,3
10557,2008_2009,2008-11-22,,POR,HUL,2,2
10558,2008_2009,2008-11-22,,STK,WBA,1,0
10559,2008_2009,2008-11-23,,SUN,WHU,0,1
10560,2008_2009,2008-11-23,,TOT,BLB,1,0
10561,2008_2009,2008-11-24,,WIG,EVE,1,0
10562,2008_2009,2008-11-29,,AVL,FUL,0,0
10563,2008_2009,2008-11-29,,MID,NEW,0,0
10564,2008_2009,2008-11-29,,STK,HUL,1,1
10565,2008_2009,2008-11-29,,SUN,BOL,1,4
10566,2008_2009,2008-11-29,,WIG,WBA,2,1
10567,2008_2009,2008-11-30,,CHE,ARS,1,2
10568,2008_2009,2008-11-30,,MCI,MUN,0,1
10569,2008_2009,2008-11-30,,POR,BLB,3,2
10570,2008_2009,2008-11-30,,TOT,EVE,0,1
10571,2008_2009,2008-12-01,,LIV,WHU,0,0
10572,2008_2009,2008-12-06,,ARS,WIG,1,0
10573,2008_2009,2008-12-06,,BLB,LIV,1,3
10574,2008_2009,2008-12-06,,BOL,CHE,0,2
10575,2008_2009,2008-12-06,,FUL,MCI,1,1
10576,2008_2009,2008-12-06,,HUL,MID,2,1
10577,2008_2009,2008-12-06,,MUN,SUN,1,0
10578,2008_2009,2008-12-06,,NEW,STK,2,2
10579,2008_2009,2008-12-07,,EVE,AVL,2,3
10580,2008_2009,2008-12-07,,WBA,POR,1,1
10581,2008_2009,2008-12-08,,WHU,TOT,0,2
10582,2008_2009,2008-12-13,,AVL,BOL,4,2
10583,2008_2009,2008-12-13,,LIV,HUL,2,2
10584,2008_2009,2008-12-13,,MCI,EVE,0,1
10585,2008_2009,2008-12-13,,MID,ARS,1,1
10586,2008_2009,2008-12-13,,STK,FUL,0,0
10587,2008_2009,2008-12-13,,SUN,WBA,4,0
10588,2008_2009,2008-12-13,,TOT,MUN,0,0
10589,2008_2009,2008-12-13,,WIG,BLB,3,0
10590,2008_2009,2008-12-14,,CHE,WHU,1,1
10591,2008_2009,2008-12-14,,POR,NEW,0,3
10592,2008_2009,2008-12-20,,BLB,STK,3,0
10593,2008_2009,2008-12-20,,BOL,POR,2,1
10594,2008_2009,2008-12-20,,FUL,MID,3,0
10595,2008_2009,2008-12-20,,HUL,SUN,1,4
10596,2008_2009,2008-12-20,,WHU,AVL,0,1
10597,2008_2009,2008-12-21,,ARS,LIV,1,1
10598,2008_2009,2008-12-21,,NEW,TOT,2,1
10599,2008_2009,2008-12-21,,WBA,MCI,2,1
10600,2008_2009,2008-12-22,,EVE,CHE,0,0
10601,2008_2009,2008-12-26,,AVL,ARS,2,2
10602,2008_2009,2008-12-26,,CHE,WBA,2,0
10603,2008_2009,2008-12-26,,LIV,BOL,3,0
10604,2008_2009,2008-12-26,,MCI,HUL,5,1
10605,2008_2009,2008-12-26,,MID,EVE,0,1
10606,2008_2009,2008-12-26,,POR,WHU,1,4
10607,2008_2009,2008-12-26,,STK,MUN,0,1
10608,2008_2009,2008-12-26,,SUN,BLB,0,0
10609,2008_2009,2008-12-26,,TOT,FUL,0,0
10610,2008_2009,2008-12-26,,WIG,NEW,2,1
10611,2008_2009,2008-12-28,,ARS,POR,1,0
10612,2008_2009,2008-12-28,,BLB,MCI,2,2
10613,2008_2009,2008-12-28,,BOL,WIG,0,1
10614,2008_2009,2008-12-28,,EVE,SUN,3,0
10615,2008_2009,2008-12-28,,FUL,CHE,2,2
10616,2008_2009,2008-12-28,,NEW,LIV,1,5
10617,2008_2009,2008-12-28,,WBA,TOT,2,0
10618,2008_2009,2008-12-28,,WHU,STK,2,1
10619,2008_2009,2008-12-29,,MUN,MID,1,0
10620,2008_2009,2008-12-30,,HUL,AVL,0,1
10621,2008_2009,2009-01-10,,ARS,BOL,1,0
